VisitID,VisitDateRaw,RepID,RepNameRaw,DoctorID,DoctorNameRaw,SpecialtyRaw,TerritoryRaw,DoctorClass,VisitStatus,Outcome,VisitType,SamplesGiven,FollowUpRequired,DurationMin
V0000184,2025-01-09,R002,Mona Samir,D0033,Dr. Ahmed Wael,Pedia,Menouf,C,Completed,Interested,Routine,1,Yes,22
V0000185,2025-01-09,R002,Mona Samir,D0035,Dr. Nour Wael,Gyna,Menouf,A,Completed,Interested,Educational,1,No,15
V0000186,2025-01-09,R002,Mona Samir,D0039,Dr. Nour Tarek,Pedia,Menouf,A,Completed,Follow-up,Routine,2,No,13
V0000187,2025-01-09,R003,Karim Hany,D0054,Dr. Mina Nabil,Internal,Ashmoun,B,Completed,Follow-up,Launch,0,Yes,23
V0000188,2025-01-09,R003,Karim Hany,D0060,Dr. Sara Wael,Pedia,Ashmoun,C,Completed,Interested,Follow-up,1,Yes,13
V0000189,2025-01-09,R003,Karim Hany,D0065,Dr. Nour Samir,Gyna,Ashmoun,A,Completed,Sample Accepted,Launch,1,No,8
V0000190,2025-01-09,R003,Karim Hany,D0056,Dr. Sara Wael,Internal,Ashmoun,A,Cancelled,Not Applicable,Follow-up,0,No,0
V0000191,2025-01-09,R004,Sara Mostafa,D0081,Dr. Mahmoud Tarek,Pedia,Sadat City,C,Completed,Interested,Launch,0,No,19
V0000192,2025-01-09,R004,Sara Mostafa,D0079,Dr. Nour Emad,Pedia,Sadat City,B,Completed,Follow-up,Follow-up,0,No,23
V0000193,09-Jan-2025,R004,Sara Mostafa,D0083,Dr. Mariam Tarek,Internal,SADAT CITY,B,Completed,Follow-up,Follow-up,1,Yes,22
V0000194,2025-01-09,R005,Mahmoud Tarek,D0105,Dr. Ahmed Tarek,Internal,Tanta,B,Completed,Interested,Routine,1,No,17
V0000195,2025-01-09,R005,Mahmoud Tarek,D0118,Dr. Mariam Wael,Pedia,Tanta,A,Completed,Follow-up,Routine,1,Yes,22
V0000196,2025-01-09,R005,Mahmoud Tarek,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Completed,Follow-up,Routine,0,Yes,19
V0000197,2025-01-09,R005,Mahmoud Tarek,D0106,Dr. Rana Adel,Internal,Tanta,C,Rescheduled,Not Applicable,Educational,0,No,0
V0000198,2025-01-09,R006,Nada Wael,D0142,Dr. Sara Samir,Internal,El Mahalla El Kubra,B,Completed,Follow-up,Routine,0,No,21
V0000199,2025-01-09,R006,Nada Wael,D0133,Dr. Mostafa Ali,Internal,El Mahalla El Kubra,B,Completed,No Interest,Routine,2,No,19
V0000200,2025-01-09,R006,Nada Wael,D0149,Dr. Aya Ali,Gyna,EL MAHALLA EL KUBRA,B,Cancelled,Not Applicable,Launch,0,No,0
V0000201,2025-01-09,R006,Nada Wael,D0147,Dr. Ahmed Wael,Internal,El Mahalla El Kubra,A,Completed,Interested,Launch,2,Yes,13
V0000202,2025-01-09,R007,Mostafa Adel,D0177,Dr. Mina Hassan,Pedia,Benha,A,Completed,Interested,Follow-up,0,Yes,14
V0000203,2025-01-09,R007,Mostafa Adel,D0166,Dr. Nour Hassan,Internal,Benha,B,Completed,Follow-up,Follow-up,0,Yes,15
V0000204,2025-01-09,R008,yara emad,D0211,Dr. Mostafa Nabil,Internal,Shubra El Kheima,B,Completed,Follow-up,Routine,1,Yes,14
V0000205,2025-01-09,R008,Yara Emad,D0193,Dr. Mina Hassan,Gyna,Shubra El Kheima,B,Completed,Interested,Follow-up,0,Yes,13
V0000206,2025-01-09,R010,Rana Ashraf,D0254,Dr. Nour Adel,Pedia,Maadi,C,Completed,Sample Accepted,Follow-up,1,Yes,18
V0000207,2025-01-09,R010,Rana Ashraf,D0253,Dr. Mariam Hassan,Gyna,Maadi,C,Completed,Sample Accepted,Launch,0,Yes,21
V0000208,2025-01-09,R010,Rana Ashraf,D0247,Dr. Aya Nabil,Internal,Maadi,B,Completed,Sample Accepted,Launch,1,No,22
V0000209,2025-01-09,R011,Mohamed Saad,D0296,Dr. Aya Adel,Pedia,Nasr City,B,Completed,No Interest,Routine,0,No,17
V0000210,2025-01-09,R011,Mohamed Saad,D0281,Dr. Mina Samir,Gyna,Nasr City,C,Completed,Sample Accepted,Routine,0,No,21
V0000211,2025-01-09,R011,Mohamed Saad,D0278,Dr. Sara Tarek,Gyna,Nasr City,C,Completed,Not Available,Follow-up,1,No,19
V0000212,2025-01-09,R011,Mohamed Saad,D0299,Dr. Ahmed Saad,Internal Med,Nasr City,A,Completed,No Interest,Launch,1,No,11
V0000213,2025-01-10,R001,Ahmed Hassan,D0017,Dr. Sara Adel,Pedia,Shebin El-Kom,B,Rescheduled,Not Applicable,Routine,0,No,0
V0000214,2025-01-10,R001,Ahmed Hassan,D0021,Dr. Mostafa Ali,Gyna,Shebin El-Kom,C,Completed,Sample Accepted,Launch,1,Yes,22
V0000215,2025-01-10,R001,Ahmed Hassan,D0026,Dr. Mostafa Ali,Internal,Shebin El-Kom,B,Completed,Interested,Launch,0,Yes,12
V0000216,2025-01-10,R002,Mona Samir,D0044,Dr. Mostafa Fathy,Pedia,Menouf,B,Completed,No Interest,Launch,0,No,14
V0000217,2025-01-10,R002,Mona Samir,D0039,Dr. Nour Tarek,Pedia,Menouf,A,Completed,Follow-up,Routine,0,Yes,20
V0000218,2025-01-10,R002,Mona Samir,D0045,Dr. Mariam Saad,Internal,Menouf,C,Completed,No Interest,Educational,4,No,20
V0000219,2025-01-10,R002,Mona Samir,D0034,Dr. Mohamed Emad,Pedia,Menouf,C,Completed,Follow-up,Educational,0,No,24
V0000220,2025-01-10,R003,Karim Hany,D0068,Dr. Mohamed Nabil,Internal,Ashmoun,C,Rescheduled,Not Applicable,Educational,0,No,0
V0000221,2025-01-10,R003,Karim Hany,D0061,Dr. Aya Adel,Internal,Ashmoun,A,Cancelled,Not Applicable,Launch,0,No,0
V0000222,2025-01-10,R004,Sara Mostafa,D0097,Dr. Nour Nabil,GYNA,Sadat City,C,Completed,Follow-up,Follow-up,0,Yes,13
V0000223,2025-01-10,R004,Sara Mostafa,D0096,Dr. Mostafa Hassan,Internal,Sadat City,B,Completed,Follow-up,Educational,2,Yes,21
V0000224,10-Jan-2025,R005,Mahmoud Tarek,D0125,Dr. Mahmoud Tarek,Internal,Tanta,B,Completed,Interested,Follow-up,2,Yes,10
V0000225,2025-01-10,R005,Mahmoud Tarek,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Completed,Sample Accepted,Routine,3,Yes,14
V0000226,2025-01-10,R007,Mostafa Adel,D0167,Dr. Aya Tarek,Pedia,Benha,B,Completed,Interested,Launch,0,Yes,20
V0000227,2025-01-10,R007,Mostafa Adel,D0183,Dr. Aya Saad,Internal,Benha,A,Completed,Interested,Follow-up,1,No,31
V0000228,2025-01-10,R007,mostafa adel,D0176,Dr. Mohamed Adel,Pedia,Benha,C,Completed,Sample Accepted,Launch,0,Yes,23
V0000229,2025-01-10,R010,RANA ASHRAF,D0249,Dr. Nour Tarek,Internal,Maadi,B,Completed,Sample Accepted,Educational,0,No,11
V0000230,2025-01-10,R010,Rana Ashraf,D0267,Dr. Ahmed Ali,Internal,Maadi,C,Completed,Interested,Follow-up,2,Yes,16
V0000231,2025-01-10,R011,Mohamed Saad,D0306,Dr. Mariam Fathy,Pedia,Nasr City,C,Completed,Not Available,Follow-up,0,No,24
V0000232,2025-01-10,R011,Mohamed Saad,D0285,Dr. Mostafa Samir,Internal,Nasr City,B,Completed,Sample Accepted,Routine,1,No,24
V0000233,2025-01-10,R011,Mohamed Saad,D0304,Dr. Mostafa Adel,Pedia,Nasr City,B,Completed,No Interest,Follow-up,0,No,24
V0000234,13/01/2025,R001,Ahmed Hassan,D0006,Dr. Aya Wael,Internal,Shebin El-Kom,A,Completed,No Interest,Educational,1,No,18
V0000235,2025-01-13,R001,Ahmed Hassan,D0008,Dr. Mahmoud Nabil,Pedia,Shebin El-Kom,C,Completed,Follow-up,Launch,0,No,8
V0000236,2025-01-13,R002,Mona Samir,D0044,Dr. Mostafa Fathy,Pedia,Menouf,B,Completed,No Interest,Follow-up,0,No,18
V0000237,2025-01-13,R002,Mona Samir,D0040,Dr. Mina Samir,Internal,Menouf,A,Completed,No Interest,Educational,1,No,19
V0000238,2025-01-13,R002,Mona Samir,D0037,Dr. Ahmed Tarek,Gyna,Menouf,B,Completed,Follow-up,Routine,1,No,26
V0000239,13-Jan-2025,R004,Sara Mostafa,D0097,Dr. Nour Nabil,Gyn,Sadat City,C,Completed,Interested,Educational,0,No,19
V0000240,2025-01-13,R004,Sara Mostafa,D0087,dr. rana wael,Gyna,Sadat City,C,Completed,Interested,Educational,1,No,15
V0000241,2025-01-13,R004,Sara Mostafa,D0086,Dr. Mostafa Tarek,Pedia,Sadat City,C,Completed,Sample Accepted,Follow-up,0,Yes,17
V0000242,2025-01-13,R006,Nada Wael,D0136,Dr. Mostafa Saad,Internal,El Mahalla El Kubra,B,Completed,Follow-up,Routine,0,No,19
V0000243,2025-01-13,R006,Nada Wael,D0142,Dr. Sara Samir,Internal,El Mahalla El Kubra,B,Completed,Follow-up,Routine,1,Yes,10
V0000244,2025-01-13,R006,Nada Wael,D0138,Dr.  Aya  Saad,Internal,El Mahalla El Kubra,A,Completed,Follow-up,Launch,2,Yes,12
V0000245,2025-01-13,R007,Mostafa Adel,D0172,Dr. Mostafa Hassan,Internal,Benha,B,Completed,Sample Accepted,Routine,1,No,10
V0000246,2025-01-13,R007,Mostafa Adel,D0161,Dr. Mina Samir,Internal,Benha,B,Completed,Sample Accepted,Follow-up,0,No,20
V0000247,2025-01-13,R007,Mostafa Adel,D0178,Dr. Nour Ali,Gyna,Benha,B,Completed,Interested,Routine,0,No,20
V0000248,2025-01-13,R008,Yara Emad,D0196,Dr. Sara Wael,Pedia,Shubra El Kheima,C,Completed,Not Available,Routine,1,No,10
V0000249,13-Jan-2025,R008,Yara Emad,D0202,Dr. Mina Fathy,Internal,Shubra El Kheima,B,Completed,Not Available,Follow-up,1,No,20
V0000250,2025-01-13,R008,Yara Emad,D0215,Dr. Mohamed Saad,Internal,Shubra El Kheima,C,Completed,No Interest,Educational,1,No,5
V0000251,2025-01-13,R008,Yara Emad,D0213,Dr. Mina Ali,Internal,Shubra El Kheima,B,Completed,Follow-up,Educational,1,No,13
V0000252,2025-01-13,R010,Rana Ashraf,D0258,Dr. Mina Nabil,Pedia,Maadi,A,Completed,Sample Accepted,Routine,1,Yes,17
V0000253,2025-01-13,R010,Rana Ashraf,D0250,Dr. Mahmoud Tarek,Internal,Maadi,B,Completed,Follow-up,Routine,0,Yes,26
V0000254,2025-01-13,R010,Rana Ashraf,D0241,Dr. Mina Hassan,Internal,Maadi,C,Completed,Follow-up,Routine,2,Yes,15
V0000255,2025-01-13,R011,Mohamed Saad,D0299,Dr. Ahmed Saad,Internal,Nasr City,A,Completed,Follow-up,Follow-up,1,No,17
V0000256,2025-01-13,R011,Mohamed Saad,D0291,Dr. Nour Ali,Internal,Nasr City,A,Completed,Sample Accepted,Launch,2,No,9
V0000257,2025-01-13,R011,Mohamed Saad,D0298,Dr. Mohamed Nabil,Pedia,Nasr City,A,Completed,Interested,Launch,1,No,15
V0000258,2025-01-14,R001,Ahmed Hassan,D0006,Dr. Aya Wael,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Educational,1,No,29
V0000259,2025-01-14,R001,Ahmed Hassan,D0023,Dr. Nour Emad,Gyna,Shebin El-Kom,C,Completed,Not Available,Routine,1,No,19
V0000260,2025-01-14,R002,Mona Samir,D0037,Dr. Ahmed Tarek,Gyna,Menouf,B,Completed,Follow-up,Follow-up,2,Yes,15
V0000261,2025-01-14,R002,Mona Samir,D0041,Dr. Nour Emad,Pedia,Menouf,B,Completed,Sample Accepted,Follow-up,3,No,19
V0000262,2025-01-14,R003,Karim Hany,D0056,Dr. Sara Wael,Internal,Ashmoun,A,Completed,Follow-up,Educational,0,Yes,11
V0000263,2025-01-14,R003,Karim Hany,D0057,Dr. Mahmoud Nabil,Pedia,Ashmoun,C,Completed,Follow-up,Educational,1,No,17
V0000264,2025-01-14,R003,Karim Hany,D0066,Dr. Sara Ali,Gyna,Ashmoun,B,Completed,Sample Accepted,Follow-up,2,Yes,13
V0000265,2025-01-14,R004,Sara Mostafa,D0086,Dr. Mostafa Tarek,Pedia,Sadat City,C,Completed,Interested,Routine,1,Yes,28
V0000266,2025-01-14,R004,Sara Mostafa,D0092,Dr. Nour Wael,Internal,Sadat City,B,Completed,Interested,Follow-up,2,No,26
V0000267,2025-01-14,R004,Sara Mostafa,D0076,Dr. Sara Emad,Internal,Sadat City,C,Completed,No Interest,Follow-up,2,No,24
V0000268,2025-01-14,R004,Sara Mostafa,D0081,Dr. Mahmoud Tarek,Pedia,Sadat City,C,Completed,Interested,Routine,1,No,21
V0000269,2025-01-14,R005,Mahmoud Tarek,D0107,Dr. Mahmoud Saad,Gyna,Tanta,B,Completed,Sample Accepted,Educational,2,Yes,19
V0000270,2025-01-14,R005,Mahmoud Tarek,D0106,Dr. Rana Adel,Internal,Tanta,C,Completed,Interested,Follow-up,2,Yes,12
V0000271,2025-01-14,R005,Mahmoud Tarek,D0104,Dr. Sara Emad,Pedia,Tanta,C,Completed,Follow-up,Educational,1,Yes,22
V0000272,2025-01-14,R006,Nada Wael,D0148,Dr. Mohamed Wael,Internal,El Mahalla El Kubra,B,Cancelled,Not Applicable,Launch,0,No,0
V0000273,2025-01-14,R006,Nada Wael,D0129,Dr. Mostafa Hassan,INTERNAL,El Mahalla El Kubra,A,Completed,Follow-up,Routine,3,No,20
V0000274,2025-01-14,R007,Mostafa Adel,D0166,Dr. Nour Hassan,Internal,BENHA,B,Completed,No Interest,Follow-up,1,No,15
V0000275,2025-01-14,R007,Mostafa Adel,D0169,Dr. Mina Adel,Internal,Benha,B,Completed,Follow-up,Launch,2,Yes,28
V0000276,2025-01-14,R007,Mostafa Adel,D0174,Dr. Aya Adel,Internal,Benha,B,Completed,Follow-up,Launch,2,No,23
V0000277,2025-01-14,R011,Mohamed Saad,D0282,Dr. Aya Adel,Gyna,Nasr City,B,Completed,Interested,Educational,0,No,19
V0000278,2025-01-14,R011,Mohamed Saad,D0289,Dr. Ahmed Adel,INTERNAL,Nasr City ,B,Completed,Interested,Launch,0,Yes,7
V0000279,2025-01-14,R011,Mohamed Saad,D0286,Dr. Aya Saad,Internal,Nasr City,A,Completed,Interested,Routine,1,Yes,5
V0000280,2025-01-14,R011,Mohamed Saad,D0292,Dr. Sara Adel,Internal,Nasr City,B,Completed,Interested,Follow-up,1,No,26
V0000281,2025-01-15,R001,Ahmed Hassan,D0004,Dr. Rana Emad,Pedia,Shebin El-Kom,C,Completed,Sample Accepted,Routine,0,No,16
V0000282,2025-01-15,R001,Ahmed Hassan,D0020,Dr. Aya Emad,Internal,Shebin El-Kom,B,Completed,Follow-up,Launch,1,No,8
V0000283,2025-01-15,R001,Ahmed Hassan,D0013,Dr. Mohamed Emad,Gyna,Shebin El-Kom,C,Completed,Interested,Routine,2,Yes,17
V0000284,2025-01-15,R002,Mona Samir,D0045,Dr. Mariam Saad,Internal,Menouf,C,Rescheduled,Not Applicable,Launch,0,No,0
V0000285,2025-01-15,R002,Mona Samir,D0041,Dr. Nour Emad,Pedia,Menouf,B,Rescheduled,Not Applicable,Follow-up,0,No,0
V0000286,2025-01-15,R002,Mona Samir,D0036,Dr. Sara Wael,Internal,Menouf,A,Completed,Follow-up,Follow-up,2,No,25
V0000287,2025-01-15,R003,Karim Hany,D0059,Dr. Rana Ali,Internal,Ashmoun,B,Completed,Sample Accepted,Routine,0,No,15
V0000288,2025-01-15,R003,Karim Hany,D0070,Dr. Mariam Ali,Internal,Ashmoun,C,Completed,Not Available,Educational,2,No,26
V0000289,2025-01-15,R003,Karim Hany,D0061,Dr. Aya Adel,Internal,Ashmoun,A,Completed,Follow-up,Educational,1,Yes,10
V0000290,2025-01-15,R003,Karim Hany,D0052,Dr. Sara Tarek,Internal,Ashmoun,B,Completed,No Interest,Educational,1,No,28
V0000291,2025-01-15,R004,Sara Mostafa,D0075,Dr. Ahmed Hassan,Internal,Sadat City,A,Completed,Follow-up,Routine,0,Yes,20
V0000292,2025-01-15,R004,Sara Mostafa,D0082,Dr. Mohamed Fathy,Gyna,Sadat City,C,Completed,Sample Accepted,Routine,1,No,14
V0000293,2025-01-15,R004,Sara Mostafa,D0089,Dr. Aya Saad,Internal,Sadat City,B,Completed,No Interest,Routine,0,No,20
V0000294,2025-01-15,R004,Sara Mostafa,D0093,Dr. Mina Nabil,Internal,Sadat City,A,Completed,Follow-up,Launch,2,Yes,18
V0000295,2025-01-15,R005,Mahmoud Tarek,D0108,Dr. Sara Wael,Pedia,Tanta,B,Completed,Interested,Follow-up,0,Yes,26
V0000296,2025-01-15,R005,Mahmoud Tarek,D0103,Dr. Mariam Tarek,Gyna,Tanta,A,Completed,Interested,Educational,1,Yes,19
V0000297,2025-01-15,R006,Nada Wael,D0148,Dr. Mohamed Wael,Internal,El Mahalla El Kubra,B,Completed,Interested,Launch,1,No,25
V0000298,2025-01-15,R006,Nada Wael,D0151,Dr. Mina Hassan,Gyna,El Mahalla El Kubra,B,Completed,Follow-up,Follow-up,1,Yes,14
V0000299,2025-01-15,R007, Mostafa Adel,D0159,Dr. Ahmed Saad,Internal,Benha,C,Completed,Interested,Educational,1,Yes,10
V0000300,2025-01-15,R007,Mostafa Adel,D0174,Dr. Aya Adel,Internal,Benha,B,Cancelled,Not Applicable,Educational,0,No,0
V0000301,2025-01-15,R007,Mostafa Adel,D0161,Dr. Mina Samir,Internal,Benha,B,Completed,Sample Accepted,Follow-up,0,No,12
V0000302,2025-01-15,R007,Mostafa Adel,D0184,Dr. Mariam Emad,Gyna,Benha,C,Completed,Follow-up,Follow-up,0,No,17
V0000303,2025-01-15,R008,Yara Emad,D0201,Dr. Aya Nabil,Pedia,Shubra El Kheima,B,Completed,Not Available,Educational,0,No,20
V0000304,2025-01-15,R008,Yara Emad,D0185,Dr. Nour Nabil,Pedia,Shubra El Kheima,B,Completed,Follow-up,Routine,2,Yes,9
V0000305,2025-01-15,R008,Yara Emad,D0199,Dr. Mohamed Hassan,Pedia,Shubra El Kheima,B,Completed,Interested,Launch,0,Yes,22
V0000306,2025-01-15,R008,Yara Emad,D0208,Dr. Rana Nabil,Pedia,Shubra El Kheima,B,Cancelled,Not Applicable,Launch,0,No,0
V0000307,2025-01-16,R001,Ahmed  Hassan,D0011,Dr. Mohamed Saad,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Routine,1,Yes,30
V0000308,2025-01-16,R001,Ahmed Hassan,D0016,Dr. Aya Hassan,Internal,Shebin El-Kom,C,Completed,No Interest,Follow-up,1,No,23
V0000309,2025-01-16,R001,Ahmed Hassan,D0027,Dr. Mina Nabil,Gyna,Shebin El-Kom,C,Cancelled,Not Applicable,Follow-up,0,No,0
V0000310,2025-01-16,R001, Ahmed Hassan,D0012,Dr. Aya Emad,Pedia,Shebin El-Kom,B,Completed,Sample Accepted,Follow-up,0,Yes,14
V0000311,2025-01-16,R002,Mona Samir,D0048,Dr. Mohamed Emad,Pedia,Menouf,C,Completed,Sample Accepted,Launch,1,Yes,19
V0000312,2025-01-16,R002,Mona Samir,D0050,Dr. Mostafa Emad,Gyna,Menouf,A,Completed,Follow-up,Routine,4,No,6
V0000313,2025-01-16,R005,Mahmoud Tarek,D0107,Dr. Mahmoud Saad,Gyna,Tanta,B,Completed,Follow-up,Routine,1,No,10
V0000314,2025-01-16,R005,Mahmoud Tarek,D0113,Dr. Mahmoud Wael,Pedia,Tanta,B,Rescheduled,Not Applicable,Educational,0,No,0
V0000315,2025-01-16,R005,Mahmoud Tarek,D0124,Dr. Aya Saad,Internal,Tanta,C,Completed,Follow-up,Educational,1,No,17
V0000316,2025-01-16,R005,Mahmoud Tarek,D0125,Dr. Mahmoud Tarek,INTERNAL,Tanta,B,Completed,No Interest,Launch,2,No,13
V0000317,2025-01-16,R006,Nada Wael,D0150,Dr. Aya Tarek,Pedia,El Mahalla El Kubra,A,Rescheduled,Not Applicable,Educational,0,No,0
V0000318,2025-01-16,R006,Nada Wael,D0137,Dr. Mahmoud Wael,Internal,El Mahalla El Kubra,C,Completed,Follow-up,Launch,1,No,22
V0000319,2025-01-16,R006,Nada Wael,D0133,Dr. Mostafa Ali,Internal,El Mahalla El Kubra,B,Cancelled,Not Applicable,Routine,0,No,0
V0000320,2025-01-16,R007,Mostafa Adel,D0158,Dr. Mohamed Adel,Pedia,Benha,B,Completed,Interested,Follow-up,1,Yes,11
V0000321,2025-01-16,R007,Mostafa Adel,D0168,Dr. Ahmed Emad,Gyn,Benha,A,Completed,Sample Accepted,Launch,2,Yes,13
V0000322,2025-01-16,R007,Mostafa Adel,D0179,Dr. Mariam Wael,Pedia,benha,B,Completed,Sample Accepted,Follow-up,1,No,22
V0000323,2025-01-16,R010,Rana Ashraf,D0254,Dr. Nour Adel,Pedia,Maadi,C,Completed,Sample Accepted,Educational,0,Yes,24
V0000324,2025-01-16,R010,Rana Ashraf,D0264,Dr. Mina Wael,Pedia,Maadi,A,Completed,Interested,Educational,0,Yes,18
V0000325,01/16/2025,R010,Rana Ashraf,D0241,Dr. Mina Hassan,Internal,Maadi,C,Completed,Follow-up,Routine,0,No,7
V0000326,2025-01-16,R010,Rana Ashraf,D0243,Dr. Sara Wael,Gyna,Maadi,C,Completed,Interested,Routine,0,No,25
V0000327,2025-01-16,R011,Mohamed Saad,D0290,Dr. Aya Fathy ,Pedia,NASR CITY,C,Completed,Follow-up,Launch,2,Yes,22
V0000328,2025-01-16,R011,Mohamed Saad,D0280,Dr. Mahmoud Samir,Internal Med,Nasr City,C,Completed,Sample Accepted,Follow-up,2,No,22
V0000329,2025-01-16,R011,Mohamed Saad,D0278,Dr. Sara Tarek,Gyna,Nasr City,C,Completed,Follow-up,Educational,2,Yes,21
V0000330,2025-01-17,R001,Ahmed Hassan,D0006,Dr. Aya Wael,Internal Med,Shebin El-Kom,A,Completed,Follow-up,Follow-up,1,No,7
V0000331,2025-01-17,R001,Ahmed Hassan,D0010,Dr. Aya Saad,Internal,Shebin El-Kom ,C,Completed,Interested,Routine,0,No,30
V0000332,2025-01-17,R001,Ahmed Hassan,D0009,Dr. Mostafa Samir,Gyna,shebin el-kom,B,Cancelled,Not Applicable,Launch,0,No,0
V0000333,2025-01-17,R001,Ahmed Hassan,D0022,Dr. Mostafa Nabil,Internal,Shebin El-Kom,B,Completed,No Interest,Launch,1,No,13
V0000334,2025-01-17,R002,Mona Samir,D0041,Dr. Nour Emad,Pedia,Menouf,B,Completed,Not Available,Launch,2,No,14
V0000335,2025-01-17,R002,Mona Samir,D0034,Dr. Mohamed Emad,Pedia,Menouf,C,Completed,Sample Accepted,Routine,1,Yes,18
V0000336,2025-01-17,R002,Mona Samir,D0038,Dr. Sara Hassan,Internal,Menouf,B,Completed,Follow-up,Follow-up,1,Yes,23
V0000337,2025-01-17,R003,Karim Hany,D0060,Dr. Sara Wael,Pedia,Ashmoun,C,Completed,Not Available,Launch,1,No,21
V0000338,2025-01-17,R003,Karim Hany,D0065,Dr. Nour Samir,Gyna,Ashmoun,A,Completed,Sample Accepted,Educational,2,Yes,20
V0000339,2025-01-17,R003,Karim Hany,D0067,Dr. Rana Tarek,Pedia,Ashmoun,C,Completed,Interested,Follow-up,1,Yes,18
V0000340,2025-01-17,R004,Sara Mostafa,D0093,Dr. Mina Nabil,Internal,Sadat City,A,Completed,Interested,Follow-up,2,No,27
V0000341,2025-01-17,R004,Sara Mostafa,D0088,Dr. Mina Wael,INTERNAL,Sadat City,B,Completed,Interested,Launch,1,No,10
V0000342,2025-01-17,R004,Sara Mostafa,D0080,Dr. Mohamed Tarek,Internal, Sadat City,C,Completed,Interested,Routine,0,No,24
V0000343,2025-01-17,R004,Sara Mostafa,D0089,Dr. Aya Saad,Internal,Sadat City,B,Completed,Follow-up,Educational,0,Yes,22
V0000344,2025-01-17,R005,Mahmoud Tarek,D0123,Dr. Sara Saad,Internal,Tanta,B,Completed,Sample Accepted,Educational,0,Yes,20
V0000345,2025-01-17,R005,Mahmoud Tarek,D0113,Dr. Mahmoud Wael,Pedia,Tanta,B,Completed,Interested,Launch,0,Yes,22
V0000346,2025-01-17,R005,Mahmoud Tarek,D0101,Dr. Mostafa Hassan,Internal,Tanta,B,Completed,Follow-up,Routine,0,Yes,9
V0000347,2025-01-17,R006,Nada Wael,D0149,Dr. Aya Ali,Gyn,El Mahalla El Kubra,B,Completed,Interested,Routine,2,No,17
V0000348,2025-01-17,R006,Nada Wael,D0139,Dr. Nour Tarek,Internal,El Mahalla El Kubra,B,Completed,Interested,Launch,0,Yes,19
V0000349,2025-01-17,R008,Yara Emad,D0189,Dr. Mina Saad,Gyna,Shubra El Kheima,B,Completed,Sample Accepted,Follow-up,0,No,14
V0000350,2025-01-17,R008,Yara Emad,D0205,Dr. Mina Saad,Pedia,Shubra El Kheima,B,Completed,Interested,Educational,2,No,19
V0000351,2025-01-17,R008,Yara Emad,D0188,Dr. Mahmoud Wael,Pedia,Shubra El Kheima,C,Completed,Interested,Routine,0,Yes,17
V0000352,2025-01-17,R010,Rana Ashraf,D0252,Dr. Mostafa Ali,Internal,Maadi,C,Completed,Interested,Routine,0,Yes,18
V0000353,2025-01-17,R010,Rana Ashraf,D0241,Dr. Mina Hassan,Internal,Maadi,C,Completed,No Interest,Launch,0,No,16
V0000354,2025-01-17,R010,Rana Ashraf,D0246,Dr. Mostafa Wael,Internal,Maadi,C,Completed,Follow-up,Launch,1,Yes,26
V0000355,2025-01-17,R010,Rana Ashraf,D0269,Dr. Mostafa Wael,Pedia,Maadi,C,Completed,Follow-up,Educational,1,Yes,18
V0000356,2025-01-17,R011,mohamed saad,D0276,Dr. Aya Adel,Internal,Nasr City,C,Completed,No Interest,Routine,1,No,8
V0000357,2025-01-17,R011,Mohamed Saad,D0285,DR. MOSTAFA SAMIR,Internal,Nasr City,B,Completed,Sample Accepted,Routine,1,Yes,7
V0000358,2025-01-17,R011,Mohamed Saad,D0288,Dr. Ahmed Wael,Pedia,Nasr City,B,Completed,Interested,Routine,0,Yes,16
V0000359,2025-01-20,R001,Ahmed Hassan,D0011,Dr. Mohamed Saad,Internal,Shebin El-Kom,A,Completed,Follow-up,Routine,1,Yes,24
V0000360,2025-01-20,R001,Ahmed Hassan,D0007,Dr. Mahmoud Adel,INTERNAL,Shebin El-Kom,C,Rescheduled,Not Applicable,Follow-up,0,No,0
V0000361,2025-01-20,R002,Mona Samir,D0043,Dr. Mahmoud Nabil,Internal,Menouf,A,Completed,Interested,Routine,2,Yes,18
V0000362,2025-01-20,R002,Mona Samir,D0046,Dr. Mahmoud Emad,Internal,Menouf,B,Completed,Sample Accepted,Launch,1,Yes,27
V0000363,2025-01-20,R002,Mona Samir,D0048,Dr. Mohamed Emad,Pedia,Menouf,C,Completed,No Interest,Follow-up,2,No,20
V0000364,2025-01-20,R002,Mona Samir,D0047,Dr. Mohamed Hassan,Gyna,Menouf,C,Completed,No Interest,Follow-up,0,No,31
V0000365,2025-01-20,R003,Karim Hany,D0054,Dr. Mina Nabil,Internal,Ashmoun,B,Completed,Sample Accepted,Routine,0,Yes,13
V0000366,2025-01-20,R003,KARIM HANY,D0065,Dr. Nour Samir,Gyna,Ashmoun,A,Completed,Interested,Launch,0,No,11
V0000367,2025-01-20,R004,Sara Mostafa,D0080,Dr. Mohamed Tarek,Internal,Sadat City,C,Completed,Sample Accepted,Educational,1,Yes,6
V0000368,2025-01-20,R004,Sara Mostafa,D0073,Dr. Rana Ali,Gyna,Sadat City,B,Completed,Sample Accepted,Follow-up,1,Yes,12
